Event Name,Date,Venue,City,Country,Genre,Main Artist,Supporting Artists,Ticket Price,Event Type,Venue Capacity,Event Status,Event URL,Organizer
BTS Concert,2024-12-08,Hollywood Bowl,Paris,UK,Country,BTS,"The Weeknd, Adele",$71 - $263,Festival,83974,Cancelled,https://mockticketmaster.com/event/86921,Mock Promoter 1
Drake Concert,2024-08-13,O2 Arena,New York,Japan,Electronic,Ed Sheeran,"BTS, Ed Sheeran, Adele",$171 - $471,Concert,61344,Rescheduled,https://mockticketmaster.com/event/59702,Mock Promoter 9
Drake Festival,2024-10-07,Madison Square Garden,New York,UK,Rock,Taylor Swift,"The Weeknd, Drake, Taylor Swift",$163 - $492,Festival,55302,Postponed,https://mockticketmaster.com/event/70782,Mock Promoter 8
Ed Sheeran Festival,2024-09-16,O2 Arena,New York,Germany,Country,Drake,"Billie Eilish, Adele",$158 - $220,Concert,99499,Rescheduled,https://mockticketmaster.com/event/87949,Mock Promoter 2
BTS Festival,2024-08-31,Sydney Opera House,Sydney,Japan,Jazz,BTS,"Taylor Swift, The Weeknd, Beyoncé",$108 - $321,Festival,78498,Postponed,https://mockticketmaster.com/event/76020,Mock Promoter 4
Adele Concert,2024-11-24,O2 Arena,London,Japan,Rock,Ed Sheeran,,$130 - $435,Festival,18157,Rescheduled,https://mockticketmaster.com/event/95975,Mock Promoter 9
The Weeknd Festival,2025-01-19,Hollywood Bowl,Tokyo,UK,Country,Drake,"Ed Sheeran, Adele",$34 - $204,Festival,49952,Postponed,https://mockticketmaster.com/event/32277,Mock Promoter 7
The Weeknd Concert,2024-08-14,O2 Arena,Paris,UK,Pop,Taylor Swift,BTS,$132 - $376,Festival,13747,Cancelled,https://mockticketmaster.com/event/60635,Mock Promoter 3
Beyoncé Festival,2024-09-15,Hollywood Bowl,Mumbai,Australia,Electronic,Adele,Adele,$50 - $437,Festival,34353,Rescheduled,https://mockticketmaster.com/event/25619,Mock Promoter 6
BTS Festival,2024-08-24,Madison Square Garden,Sydney,UK,Classical,The Weeknd,Billie Eilish,$185 - $449,Concert,48352,Postponed,https://mockticketmaster.com/event/38066,Mock Promoter 8
Billie Eilish Concert,2024-12-19,Hollywood Bowl,Berlin,Japan,Hip Hop,Beyoncé,"Adele, BTS, Taylor Swift",$52 - $296,Festival,28927,Cancelled,https://mockticketmaster.com/event/62734,Mock Promoter 1
The Weeknd Festival,2024-12-24,Hollywood Bowl,Los Angeles,Australia,Rock,Drake,,$42 - $312,Festival,50200,Scheduled,https://mockticketmaster.com/event/86734,Mock Promoter 5
BTS Festival,2024-10-17,Royal Albert Hall,Paris,UK,Pop,Taylor Swift,,$173 - $296,Festival,35254,Rescheduled,https://mockticketmaster.com/event/58513,Mock Promoter 8
BTS Concert,2024-08-05,Hollywood Bowl,Paris,France,Hip Hop,Billie Eilish,"Adele, BTS",$31 - $499,Festival,9788,Scheduled,https://mockticketmaster.com/event/17832,Mock Promoter 9
The Weeknd Concert,2024-10-28,Royal Albert Hall,Paris,India,Country,Drake,"Ed Sheeran, Billie Eilish, BTS",$77 - $323,Concert,25456,Rescheduled,https://mockticketmaster.com/event/34446,Mock Promoter 10
Beyoncé Concert,2024-09-28,Hollywood Bowl,New York,Australia,R&B,The Weeknd,Adele,$30 - $382,Concert,71315,Rescheduled,https://mockticketmaster.com/event/10667,Mock Promoter 9
Adele Concert,2024-09-11,O2 Arena,London,UK,Classical,Drake,,$199 - $475,Concert,4073,Cancelled,https://mockticketmaster.com/event/45751,Mock Promoter 5
The Weeknd Festival,2025-01-08,Royal Albert Hall,Tokyo,India,Jazz,Taylor Swift,The Weeknd,$26 - $331,Festival,56316,Cancelled,https://mockticketmaster.com/event/90348,Mock Promoter 9
Adele Festival,2024-11-06,Hollywood Bowl,Tokyo,USA,Country,The Weeknd,"Beyoncé, Billie Eilish",$85 - $298,Concert,42812,Cancelled,https://mockticketmaster.com/event/53462,Mock Promoter 3
BTS Festival,2024-09-29,Royal Albert Hall,Berlin,India,R&B,Beyoncé,Drake,$156 - $326,Concert,98105,Cancelled,https://mockticketmaster.com/event/37179,Mock Promoter 1
Drake Festival,2024-10-09,Sydney Opera House,Mumbai,Germany,Jazz,BTS,"The Weeknd, Beyoncé",$100 - $301,Festival,96620,Rescheduled,https://mockticketmaster.com/event/94645,Mock Promoter 6
Ed Sheeran Festival,2024-09-30,Madison Square Garden,Berlin,Japan,Country,Ed Sheeran,"Billie Eilish, Ed Sheeran",$33 - $202,Festival,37191,Scheduled,https://mockticketmaster.com/event/83294,Mock Promoter 2
BTS Concert,2024-08-21,Madison Square Garden,Paris,Japan,Jazz,Beyoncé,"Drake, BTS, Beyoncé",$62 - $384,Concert,67350,Cancelled,https://mockticketmaster.com/event/88969,Mock Promoter 1
Drake Concert,2024-11-18,Madison Square Garden,Sydney,Germany,R&B,BTS,"Taylor Swift, Beyoncé, Billie Eilish",$51 - $427,Festival,90085,Rescheduled,https://mockticketmaster.com/event/11058,Mock Promoter 8
Ed Sheeran Festival,2024-12-27,Madison Square Garden,Paris,India,Country,Taylor Swift,"The Weeknd, Adele, Drake",$115 - $329,Concert,31403,Scheduled,https://mockticketmaster.com/event/65889,Mock Promoter 9
BTS Concert,2024-12-11,Madison Square Garden,New York,India,Hip Hop,Beyoncé,"Ed Sheeran, BTS",$199 - $498,Concert,67713,Scheduled,https://mockticketmaster.com/event/73311,Mock Promoter 9
Adele Concert,2024-12-08,Hollywood Bowl,Tokyo,Australia,Country,BTS,"The Weeknd, Drake",$158 - $450,Festival,61392,Cancelled,https://mockticketmaster.com/event/24921,Mock Promoter 3
Beyoncé Concert,2024-08-30,Royal Albert Hall,Mumbai,USA,R&B,Taylor Swift,,$197 - $426,Festival,36928,Postponed,https://mockticketmaster.com/event/91943,Mock Promoter 1
Beyoncé Concert,2024-09-18,O2 Arena,Berlin,Germany,Hip Hop,Adele,,$48 - $313,Festival,3025,Rescheduled,https://mockticketmaster.com/event/20852,Mock Promoter 4
Beyoncé Concert,2024-09-26,Royal Albert Hall,Sydney,Japan,Jazz,Drake,Adele,$79 - $251,Concert,53252,Scheduled,https://mockticketmaster.com/event/12096,Mock Promoter 5
Taylor Swift Festival,2024-12-22,O2 Arena,Berlin,India,Classical,BTS,Billie Eilish,$103 - $421,Concert,64954,Cancelled,https://mockticketmaster.com/event/25468,Mock Promoter 3
Billie Eilish Festival,2024-09-03,O2 Arena,Sydney,France,Pop,Ed Sheeran,Ed Sheeran,$145 - $282,Festival,79637,Cancelled,https://mockticketmaster.com/event/45436,Mock Promoter 3
Adele Concert,2024-12-23,Sydney Opera House,Tokyo,UK,Electronic,Beyoncé,Adele,$177 - $351,Concert,96171,Cancelled,https://mockticketmaster.com/event/48237,Mock Promoter 6
Adele Festival,2024-08-03,Sydney Opera House,Los Angeles,Germany,Pop,Drake,"Adele, Taylor Swift, BTS",$195 - $249,Concert,45085,Postponed,https://mockticketmaster.com/event/37778,Mock Promoter 9
Beyoncé Festival,2025-01-03,Sydney Opera House,Berlin,Australia,Country,BTS,"Drake, Taylor Swift, BTS",$136 - $437,Concert,81120,Cancelled,https://mockticketmaster.com/event/84837,Mock Promoter 5
Drake Festival,2024-10-22,Madison Square Garden,Sydney,Japan,Hip Hop,Drake,Billie Eilish,$29 - $202,Concert,86614,Cancelled,https://mockticketmaster.com/event/55564,Mock Promoter 10
Ed Sheeran Concert,2024-12-20,Royal Albert Hall,Tokyo,Australia,Country,The Weeknd,,$94 - $499,Festival,49231,Cancelled,https://mockticketmaster.com/event/36094,Mock Promoter 8
Taylor Swift Concert,2024-10-23,Madison Square Garden,New York,Australia,Rock,Beyoncé,,$129 - $226,Festival,65250,Rescheduled,https://mockticketmaster.com/event/16374,Mock Promoter 4
Taylor Swift Festival,2024-09-11,O2 Arena,Sydney,USA,R&B,BTS,Drake,$192 - $259,Festival,37569,Rescheduled,https://mockticketmaster.com/event/10078,Mock Promoter 10
BTS Concert,2025-01-20,Madison Square Garden,New York,UK,Hip Hop,Drake,Taylor Swift,$88 - $265,Festival,58002,Postponed,https://mockticketmaster.com/event/20058,Mock Promoter 5
BTS Concert,2025-01-15,Madison Square Garden,Tokyo,India,Rock,Adele,,$169 - $413,Festival,31231,Rescheduled,https://mockticketmaster.com/event/38952,Mock Promoter 6
Drake Festival,2024-11-11,Hollywood Bowl,Tokyo,Germany,Rock,Taylor Swift,,$171 - $290,Concert,77171,Rescheduled,https://mockticketmaster.com/event/66251,Mock Promoter 9
Taylor Swift Festival,2024-12-12,Madison Square Garden,New York,Germany,Pop,BTS,"Taylor Swift, Adele, The Weeknd",$187 - $379,Concert,37823,Scheduled,https://mockticketmaster.com/event/53542,Mock Promoter 2
Taylor Swift Concert,2025-01-05,Sydney Opera House,London,Australia,Jazz,Billie Eilish,,$200 - $367,Concert,19985,Scheduled,https://mockticketmaster.com/event/57614,Mock Promoter 9
The Weeknd Festival,2025-01-20,Madison Square Garden,London,India,Jazz,Adele,,$184 - $411,Festival,46289,Cancelled,https://mockticketmaster.com/event/49674,Mock Promoter 9
Billie Eilish Concert,2024-12-26,O2 Arena,Mumbai,USA,Country,Adele,,$173 - $286,Concert,74122,Postponed,https://mockticketmaster.com/event/44632,Mock Promoter 3
BTS Concert,2024-10-06,Madison Square Garden,London,Germany,Jazz,Adele,"Ed Sheeran, The Weeknd, Billie Eilish",$30 - $266,Concert,64754,Cancelled,https://mockticketmaster.com/event/80208,Mock Promoter 9
Billie Eilish Festival,2025-01-11,Royal Albert Hall,Berlin,Germany,Rock,BTS,"Adele, Ed Sheeran",$74 - $215,Concert,53912,Cancelled,https://mockticketmaster.com/event/46453,Mock Promoter 8
Billie Eilish Concert,2024-10-12,Madison Square Garden,Paris,Japan,Country,Beyoncé,BTS,$91 - $348,Concert,40400,Scheduled,https://mockticketmaster.com/event/48835,Mock Promoter 6
The Weeknd Festival,2024-10-24,Sydney Opera House,Tokyo,UK,Electronic,Ed Sheeran,"The Weeknd, Adele, Taylor Swift",$187 - $217,Festival,26704,Cancelled,https://mockticketmaster.com/event/64689,Mock Promoter 8
Drake Festival,2024-12-21,Sydney Opera House,Mumbai,Japan,Country,Billie Eilish,,$52 - $418,Concert,86307,Rescheduled,https://mockticketmaster.com/event/65578,Mock Promoter 4
Ed Sheeran Festival,2024-10-18,Royal Albert Hall,London,USA,R&B,The Weeknd,Billie Eilish,$125 - $229,Concert,81439,Postponed,https://mockticketmaster.com/event/44439,Mock Promoter 7
The Weeknd Festival,2025-01-18,Madison Square Garden,Paris,UK,Country,Adele,The Weeknd,$48 - $303,Concert,29811,Postponed,https://mockticketmaster.com/event/83932,Mock Promoter 8
BTS Festival,2025-01-01,Hollywood Bowl,Mumbai,USA,Electronic,BTS,"Drake, Beyoncé",$36 - $307,Concert,97989,Rescheduled,https://mockticketmaster.com/event/29501,Mock Promoter 1
Ed Sheeran Festival,2024-09-26,Hollywood Bowl,Paris,USA,Country,Beyoncé,"Beyoncé, Adele, Billie Eilish",$94 - $204,Concert,27407,Postponed,https://mockticketmaster.com/event/13053,Mock Promoter 1
Adele Concert,2024-09-06,Sydney Opera House,London,France,Rock,Ed Sheeran,"Taylor Swift, BTS",$185 - $217,Concert,99695,Rescheduled,https://mockticketmaster.com/event/92611,Mock Promoter 5
Taylor Swift Festival,2024-10-11,O2 Arena,Sydney,Australia,Pop,Drake,Drake,$92 - $276,Concert,6726,Cancelled,https://mockticketmaster.com/event/23948,Mock Promoter 9
BTS Festival,2024-12-08,Royal Albert Hall,New York,Japan,Jazz,Billie Eilish,,$182 - $447,Concert,6993,Postponed,https://mockticketmaster.com/event/89344,Mock Promoter 9
Adele Festival,2024-10-21,Madison Square Garden,Mumbai,UK,Hip Hop,Billie Eilish,The Weeknd,$109 - $312,Concert,94949,Postponed,https://mockticketmaster.com/event/15655,Mock Promoter 7
Drake Festival,2024-12-12,Hollywood Bowl,Berlin,France,Hip Hop,Billie Eilish,"Beyoncé, Billie Eilish, BTS",$67 - $402,Festival,41801,Scheduled,https://mockticketmaster.com/event/77991,Mock Promoter 3
Drake Concert,2024-10-07,Royal Albert Hall,Berlin,Japan,Hip Hop,Adele,BTS,$44 - $402,Festival,64024,Cancelled,https://mockticketmaster.com/event/75680,Mock Promoter 9
Ed Sheeran Concert,2024-09-01,Royal Albert Hall,Tokyo,France,R&B,The Weeknd,,$24 - $228,Concert,81023,Scheduled,https://mockticketmaster.com/event/12335,Mock Promoter 9
Beyoncé Festival,2024-09-03,Sydney Opera House,London,India,Country,Ed Sheeran,Ed Sheeran,$32 - $374,Concert,55762,Postponed,https://mockticketmaster.com/event/42741,Mock Promoter 2
BTS Concert,2025-01-15,Madison Square Garden,Los Angeles,India,Country,Taylor Swift,Ed Sheeran,$158 - $224,Festival,98630,Scheduled,https://mockticketmaster.com/event/25544,Mock Promoter 2
BTS Festival,2024-11-04,Madison Square Garden,Berlin,Germany,R&B,The Weeknd,"Billie Eilish, The Weeknd, Ed Sheeran",$145 - $280,Concert,30958,Scheduled,https://mockticketmaster.com/event/40435,Mock Promoter 6
Beyoncé Concert,2024-08-19,Madison Square Garden,Sydney,Australia,Classical,Billie Eilish,Beyoncé,$90 - $326,Concert,83392,Cancelled,https://mockticketmaster.com/event/16266,Mock Promoter 6
Beyoncé Concert,2024-08-10,O2 Arena,New York,USA,Electronic,Billie Eilish,"Beyoncé, Drake, Billie Eilish",$33 - $308,Concert,24502,Postponed,https://mockticketmaster.com/event/72088,Mock Promoter 2
Taylor Swift Festival,2024-09-04,Madison Square Garden,Mumbai,India,R&B,Drake,"Drake, The Weeknd",$85 - $313,Festival,76843,Postponed,https://mockticketmaster.com/event/57805,Mock Promoter 7
Adele Festival,2024-09-16,O2 Arena,London,France,Pop,BTS,"BTS, Billie Eilish",$138 - $440,Concert,14379,Cancelled,https://mockticketmaster.com/event/13829,Mock Promoter 8
Beyoncé Concert,2024-10-09,Hollywood Bowl,Tokyo,India,Jazz,Adele,Drake,$105 - $368,Concert,54783,Rescheduled,https://mockticketmaster.com/event/60279,Mock Promoter 2
Billie Eilish Festival,2024-12-22,Sydney Opera House,Tokyo,India,Electronic,Beyoncé,"Taylor Swift, Beyoncé, The Weeknd",$153 - $458,Festival,66935,Scheduled,https://mockticketmaster.com/event/23076,Mock Promoter 9
Taylor Swift Concert,2024-11-14,Hollywood Bowl,Tokyo,Germany,Classical,Taylor Swift,"Taylor Swift, Beyoncé, BTS",$177 - $296,Festival,30870,Rescheduled,https://mockticketmaster.com/event/97926,Mock Promoter 7
Beyoncé Concert,2024-11-09,O2 Arena,London,USA,R&B,Adele,"Taylor Swift, Ed Sheeran, The Weeknd",$50 - $294,Concert,47220,Scheduled,https://mockticketmaster.com/event/79015,Mock Promoter 2
The Weeknd Concert,2024-11-28,Hollywood Bowl,Sydney,Australia,Rock,Taylor Swift,,$89 - $264,Festival,64370,Rescheduled,https://mockticketmaster.com/event/52175,Mock Promoter 10
Billie Eilish Concert,2024-10-10,Royal Albert Hall,Los Angeles,USA,Rock,The Weeknd,Taylor Swift,$54 - $221,Festival,36443,Cancelled,https://mockticketmaster.com/event/81106,Mock Promoter 10
The Weeknd Festival,2024-11-27,Royal Albert Hall,Sydney,India,Hip Hop,Drake,"Adele, Taylor Swift",$161 - $382,Festival,88944,Rescheduled,https://mockticketmaster.com/event/68291,Mock Promoter 8
The Weeknd Festival,2025-01-21,Madison Square Garden,New York,Germany,Rock,The Weeknd,,$28 - $329,Concert,44681,Rescheduled,https://mockticketmaster.com/event/65117,Mock Promoter 1
Beyoncé Festival,2024-10-27,Sydney Opera House,Sydney,USA,Country,Adele,"Beyoncé, BTS, Billie Eilish",$57 - $315,Festival,25844,Cancelled,https://mockticketmaster.com/event/44019,Mock Promoter 4
Drake Festival,2024-11-01,Royal Albert Hall,New York,USA,Jazz,Adele,"The Weeknd, Taylor Swift, Beyoncé",$81 - $207,Festival,13837,Cancelled,https://mockticketmaster.com/event/86624,Mock Promoter 4
Beyoncé Festival,2024-12-17,Royal Albert Hall,Los Angeles,Germany,Hip Hop,Ed Sheeran,"Drake, Adele, BTS",$20 - $334,Concert,38726,Cancelled,https://mockticketmaster.com/event/80891,Mock Promoter 5
The Weeknd Concert,2024-10-17,Hollywood Bowl,Los Angeles,India,Rock,Beyoncé,"Beyoncé, Taylor Swift",$147 - $306,Concert,55107,Postponed,https://mockticketmaster.com/event/62158,Mock Promoter 10
Taylor Swift Festival,2025-01-09,Madison Square Garden,London,France,Jazz,Ed Sheeran,"Ed Sheeran, Drake, Beyoncé",$129 - $212,Concert,74555,Cancelled,https://mockticketmaster.com/event/21599,Mock Promoter 7
The Weeknd Festival,2025-01-02,Madison Square Garden,London,UK,Hip Hop,Ed Sheeran,Billie Eilish,$95 - $229,Concert,28296,Postponed,https://mockticketmaster.com/event/18384,Mock Promoter 6
Taylor Swift Festival,2024-12-27,Hollywood Bowl,Los Angeles,Germany,Electronic,Taylor Swift,"BTS, The Weeknd, Adele",$103 - $392,Festival,45306,Rescheduled,https://mockticketmaster.com/event/13110,Mock Promoter 6
The Weeknd Concert,2024-11-16,Sydney Opera House,Los Angeles,Japan,Pop,The Weeknd,,$195 - $449,Festival,58649,Scheduled,https://mockticketmaster.com/event/31918,Mock Promoter 10
Adele Concert,2024-11-19,O2 Arena,Mumbai,Japan,Rock,BTS,"BTS, The Weeknd",$28 - $257,Festival,6322,Cancelled,https://mockticketmaster.com/event/56914,Mock Promoter 1
Beyoncé Concert,2025-01-11,O2 Arena,Mumbai,Germany,R&B,Adele,"Taylor Swift, Billie Eilish, Drake",$89 - $344,Festival,10040,Postponed,https://mockticketmaster.com/event/51056,Mock Promoter 10
BTS Concert,2024-10-02,Royal Albert Hall,Berlin,Germany,Classical,Taylor Swift,"Beyoncé, Drake, BTS",$68 - $293,Concert,47950,Rescheduled,https://mockticketmaster.com/event/83496,Mock Promoter 3
Billie Eilish Festival,2024-09-22,Royal Albert Hall,Paris,UK,Classical,Billie Eilish,Adele,$99 - $224,Festival,56861,Scheduled,https://mockticketmaster.com/event/73054,Mock Promoter 3
BTS Festival,2024-09-29,Sydney Opera House,Mumbai,Germany,Hip Hop,Beyoncé,"BTS, Ed Sheeran, Billie Eilish",$52 - $365,Festival,64786,Postponed,https://mockticketmaster.com/event/97169,Mock Promoter 8
The Weeknd Festival,2024-11-09,Madison Square Garden,Tokyo,USA,R&B,Taylor Swift,"The Weeknd, Beyoncé",$33 - $419,Concert,48411,Rescheduled,https://mockticketmaster.com/event/90675,Mock Promoter 7
Taylor Swift Concert,2024-08-24,Royal Albert Hall,New York,India,Hip Hop,Taylor Swift,Taylor Swift,$107 - $488,Festival,26309,Rescheduled,https://mockticketmaster.com/event/69467,Mock Promoter 4
The Weeknd Concert,2025-01-13,Hollywood Bowl,Tokyo,Japan,Rock,Ed Sheeran,"The Weeknd, Adele",$195 - $373,Concert,68029,Rescheduled,https://mockticketmaster.com/event/98818,Mock Promoter 4
The Weeknd Concert,2024-09-27,Sydney Opera House,New York,Germany,Country,The Weeknd,,$196 - $462,Concert,57618,Postponed,https://mockticketmaster.com/event/78998,Mock Promoter 6
Adele Festival,2024-08-26,Madison Square Garden,Sydney,India,R&B,Billie Eilish,"Billie Eilish, Drake",$38 - $458,Concert,74529,Cancelled,https://mockticketmaster.com/event/36054,Mock Promoter 1
Adele Concert,2024-11-21,Sydney Opera House,Berlin,UK,Country,The Weeknd,"Taylor Swift, Adele",$184 - $307,Festival,56003,Postponed,https://mockticketmaster.com/event/43748,Mock Promoter 2
The Weeknd Festival,2024-08-04,O2 Arena,Berlin,Germany,Jazz,Drake,BTS,$83 - $313,Concert,96844,Postponed,https://mockticketmaster.com/event/81688,Mock Promoter 4
Taylor Swift Concert,2024-10-08,Madison Square Garden,Paris,USA,Jazz,Billie Eilish,"Billie Eilish, Adele, BTS",$114 - $416,Festival,20084,Cancelled,https://mockticketmaster.com/event/88431,Mock Promoter 3
Billie Eilish Festival,2025-01-19,Madison Square Garden,Los Angeles,Japan,Rock,BTS,"Billie Eilish, Adele, Taylor Swift",$23 - $294,Concert,94282,Postponed,https://mockticketmaster.com/event/72868,Mock Promoter 3
The Weeknd Concert,2024-08-10,Sydney Opera House,Sydney,Germany,Country,Drake,The Weeknd,$41 - $261,Concert,48771,Postponed,https://mockticketmaster.com/event/75401,Mock Promoter 1
Adele Concert,2024-12-21,Madison Square Garden,London,Japan,Pop,Ed Sheeran,,$200 - $364,Festival,59584,Postponed,https://mockticketmaster.com/event/61530,Mock Promoter 6
Adele Festival,2024-11-23,Madison Square Garden,Paris,USA,Hip Hop,Billie Eilish,"Drake, Ed Sheeran, BTS",$200 - $367,Concert,6894,Cancelled,https://mockticketmaster.com/event/58727,Mock Promoter 8
Beyoncé Festival,2024-09-20,Royal Albert Hall,Paris,India,Hip Hop,Ed Sheeran,BTS,$71 - $478,Festival,83947,Postponed,https://mockticketmaster.com/event/63469,Mock Promoter 5
Taylor Swift Festival,2024-10-23,O2 Arena,Sydney,Japan,Classical,Drake,BTS,$22 - $316,Festival,22927,Postponed,https://mockticketmaster.com/event/79217,Mock Promoter 7
Ed Sheeran Festival,2024-12-14,Royal Albert Hall,London,Australia,Pop,BTS,The Weeknd,$104 - $359,Concert,97705,Cancelled,https://mockticketmaster.com/event/57131,Mock Promoter 9
The Weeknd Festival,2025-01-26,Sydney Opera House,Los Angeles,Australia,R&B,Drake,"Taylor Swift, BTS",$30 - $413,Festival,19352,Rescheduled,https://mockticketmaster.com/event/13502,Mock Promoter 3
Adele Concert,2024-08-27,Sydney Opera House,Los Angeles,Australia,Jazz,Beyoncé,Adele,$106 - $359,Concert,5168,Postponed,https://mockticketmaster.com/event/12180,Mock Promoter 4
